*미급수지역 위치 (주소),*미급수인구,미급수세대,상수원,,
충청남도 태안군 소원면 소근리,692,234,지하수,,
충청남도 태안군 남면 달산리,556,217,지하수,,
충청남도 태안군 남면 양잠리,550,214,지하수,,
충청남도 태안군 남면 원청리,690,263,지하수,,
충청남도 태안군 남면 당암리,439,210,지하수,,
충청남도 태안군 근흥면 마금리,525,155,지하수,,
충청남도 태안군 남면 몽산리,517,119,지하수,,
충청남도 태안군 소원면 신덕리,542,210,지하수,,
충청남도 태안군 소원면 시목리,586,231,지하수,,
충청남도 태안군 태안읍 어은리,454,216,지하수,,
충청남도 태안군 근흥면 수룡리,397,141,지하수,,
충청남도 태안군 남면 진산리,430,205,지하수,,
충청남도 태안군 안면읍 승언리,580,181,지하수,,
충청남도 태안군 안면읍 정당리,520,105,지하수,,
,"14,502","4,781",,,
,"2,065",822,,,
,"12,437","3,959",,,
,"1,791",694,,,
전라북도 익산시 금마면 산북리,163,80,지하수,,
전라북도 익산시 여산면 태성리,183,68,지하수,,
전라북도 익산시 여산면 호산리,241,96,지하수,,
전라북도 익산시 왕궁면 도순리,183,73,지하수,,
전라북도 익산시 왕궁면 동봉리,185,70,지하수,,
전라북도 익산시 왕궁면 동용리,176,88,지하수,,
전라북도 익산시 왕궁면 용화리,225,75,지하수,,
전라북도 익산시 웅포면 웅포리,247,82,지하수,,
전라북도 익산시 춘포면 쌍정리,188,62,지하수,,
,264,125,,,
전라북도 남원시 인월면 중군리,75,30,전용상수도,,
전라북도 남원시 대강면 옥택리,189,95,지하수,,
,10,3,,,
전라북도 김제시 면지역,10,3,지하수 등,,
,"9,213","2,472",,,
전라북도 완주군 삼례읍 ,"1,117",467,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 봉동읍 ,"2,236",101,개인관정 및 전용상수도 (지하수),,
전라북도 완주군 용진읍 ,"2,051",87,개인관정 및 전용상수도 (지하수),,
전라북도 완주군 이서면 ,860,455,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 소양면 ,717,271,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 구이면 ,556,218,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 고산면 ,"1,421",748,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 화산면 ,228,112,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 동상면 ,21,10,개인관정 및 기타 취수원 (지하수),,
전라북도 완주군 경천면 ,6,3,개인관정 및 기타 취수원 (지하수),,
,"1,207",479,,,
전라북도 진안군 용담면 ,51,32,개인 관정 및 우물 등,,
전라북도 진안군 동향면 ,111,49,개인 관정 및 우물 등,,
전라북도 진안군 백운면 ,35,20,개인 관정 및 우물 등,,
전라북도 진안군 성수면 ,190,46,개인 관정 및 우물 등,,
전라북도 진안군 부귀면 ,340,170,개인 관정 및 우물 등,,
전라북도 진안군 정천면 ,111,45,개인 관정 및 우물 등,,
전라북도 진안군 주천면 ,29,17,개인 관정 및 우물 등,,
전라북도 진안군 ,340,100,개인 관정 및 우물 등,,
,145,101,,,
전라북도 무주군 적상면 삼유리,14,8,지하수,,
전라북도 무주군 안성면 죽천리,33,24,지하수,,
전라북도 무주군 무풍면 금평리,18,15,지하수,,
전라북도 무주군 부남면 가당리,52,42,지하수,,
전라북도 무주군 설천면 삼공리,28,12,지하수,,
,"1,573",776,,,
전라북도 순창군 순창읍 ,125,49,지하수,,
전라북도 순창군 인계면 ,253,125,지하수,,
전라북도 순창군 동계면 ,133,68,지하수,,
전라북도 순창군 적성면 ,122,62,지하수,,
전라북도 순창군 유등면 ,56,27,지하수,,
전라북도 순창군 풍산면 ,27,14,지하수,,
전라북도 순창군 금과면 ,169,89,지하수,,
전라북도 순창군 팔덕면 ,303,149,지하수,,
전라북도 순창군 복흥면 ,42,20,지하수,,
전라북도 순창군 쌍치면 ,93,45,지하수,,
전라북도 순창군 구림면 ,250,128,지하수,,
,235,89,,,
전라북도 고창군 고창읍 화산마을,12,5,기타 (지하수),,
전라북도 고창군 고수면 신기마을 (은사리 34 주변),6,4,기타 (지하수),,
전라북도 고창군 아산면,55,12,기타 (지하수),,
전라북도 고창군 공음면 장곡리 신촌,3,1,기타 (지하수),,
전라북도 고창군 공음면 구암리 용흥,4,1,기타 (지하수),,
전라북도 고창군 공음면 군유리 하군,2,1,기타 (지하수),,
전라북도 고창군 공음면 구암리 구격,4,2,기타 (지하수),,
전라북도 고창군 공음면 예전리 금정 ,7,3,기타 (지하수),,
전라북도 고창군 상하면 검산리 산 144-1 ,1,1,기타 (지하수),,
전라북도 고창군 상하면 봉수로 109-17,6,3,기타 (지하수),,
전라북도 고창군 상하면 서당1길 42-7 ,1,1,기타 (지하수),,
전라북도 고창군 상하면 하장1길 111 ,1,1,기타 (지하수),,
"전라북도 고창군 해리면 사반마을 (사반안길 61), 가재지마을 (동호로 277-36, 동호로 252) ",9,3,기타 (지하수),,
전라북도 고창군 성송면 판정리 474 ,2,1,기타 (지하수),,
전라북도 고창군 성송면 호동길 35 ,1,1,기타 (지하수),,
전라북도 고창군 성송면 선량길 57 ,1,1,기타 (지하수),,
전라북도 고창군 성송면 선량길 73 ,2,1,기타 (지하수),,
전라북도 고창군 성송면 선량길 75 ,1,1,기타 (지하수),,
전라북도 고창군 성송면 선량길 77 ,1,1,기타 (지하수),,
전라북도 고창군 성송면 향산길 110-31,3,1,기타 (지하수),,
전라북도 고창군 성송면 향산길 110-44,1,1,기타 (지하수),,
전라북도 고창군 성송면 월평길 42-45,2,1,기타 (지하수),,
전라북도 고창군 성송면 평림암치로 1124-55,2,1,기타 (지하수),,
전라북도 고창군 성송면 암치2길 26-33,1,1,기타 (지하수),,
전라북도 남원시 대산면 상금길 55,2,1,기타 (지하수),,
전라북도 고창군 고창군 성내면 광주동길 184-36,4,1,기타 (지하수),,
전라북도 고창군 성내면 광주동길 184-20 (교회),20,1,기타 (지하수),,
전라북도 고창군 성내면 신성리 576-1 ,2,1,기타 (지하수),,
전라북도 고창군 성내면 선운대로 4248 ,4,1,기타 (지하수),,
전라북도 고창군 성내면 선운대로 4380-7 주변 (석전마을 주변),15,7,기타 (지하수),,
전라북도 고창군 신림면 가평리 노동 (자연부락 갈촌),20,8,기타 (지하수),,
전라북도 고창군 부안면 (외딴 곳),40,20,기타 (지하수),,
,64,42,,,
전라북도 부안군 위도면 하왕등리,64,42,"지표수, 샘물",,
,"70,216","33,565",,,
,"34,241","15,114",,,
,"35,975","18,451",,,
,"10,783","4,508",,,
전라남도 여수시 상암동 ,794,324,지하수 등,,
전라남도 여수시 묘도동 ,"1,214",548,지하수 등,,
전라남도 여수시 주삼동 ,45,26,지하수 등,,
전라남도 여수시 삼산면 ,"2,143","1,094",지하수 등,,
전라남도 여수시 화정면 ,878,784,지하수 등,,
전라남도 여수시 남면 ,966,5,지하수 등,,
전라남도 여수시 화양면 ,"1,685","1,176",지하수 등,,
전라남도 여수시 율촌면 ,"1,314",7,지하수 등,,
전라남도 여수시 소라면 ,505,28,지하수 등,,
전라남도 여수시 돌산읍 ,"1,239",516,지하수 등,,
,374,182,,,
전라남도 순천시 가곡동 ,30,8,지하수등,,
전라남도 순천시 승주읍 ,16,9,지하수등,,
전라남도 순천시 주암면 ,28,15,지하수등,,
전라남도 순천시 송광면 ,47,21,지하수등,,
전라남도 순천시 외서면 ,54,27,지하수등,,
전라남도 순천시 낙안면 ,36,17,지하수등,,
전라남도 순천시 별량면 ,25,15,지하수등,,
전라남도 순천시 상사면 ,19,11,지하수등,,
전라남도 순천시 해룡면 ,19,9,지하수등,,
전라남도 순천시 황전면 ,38,19,지하수등,,
전라남도 순천시 월등면 ,35,17,지하수등,,
전라남도 순천시 서면 ,27,14,지하수등,,
,"9,153","5,103",,,
전라남도 나주시 남평읍 ,215,107,개인지하수,,
전라남도 나주시 세지면 ,546,276,개인지하수,,
전라남도 나주시 왕곡면 ,447,231,개인지하수,,
전라남도 나주시 반남면 ,237,107,개인지하수,,
전라남도 나주시 공산면 ,"1,497",853,개인지하수,,
전라남도 나주시 동강면 ,"1,782",912,개인지하수,,
전라남도 나주시 다시면 ,"1,101",631,개인지하수,,
전라남도 나주시 문평면 ,368,205,개인지하수,,
전라남도 나주시 노안면 ,688,419,개인지하수,,
전라남도 나주시 금천면 ,196,98,개인지하수,,
전라남도 나주시 다도면 ,917,492,개인지하수,,
전라남도 나주시 봉황면 ,"1,159",772,개인지하수,,
,"13,931","5,321",,,
전라남도 광양시 옥곡면 선유리,163,83,개인관정,,
전라남도 광양시 진월면 진정리,141,75,개인관정,,
전라남도 광양시 황금동 ,107,55,우물,,
전라남도 광양시 금호동 ,"13,520","5,108",전용상수도,,
,"2,374","1,290",,,
전라남도 담양군 대전면 행1리 정골마을,10,6,지하수,,
전라남도 담양군 봉산면 기곡리 송산마을,92,50,지하수,,
전라남도 담양군 봉산면 기곡리 반월마을,98,51,지하수,,
전라남도 담양군 고서면 동운리 아산마을,85,44,지하수,,
전라남도 담양군 남면 지곡리 괸돌마을,172,85,지하수,,
전라남도 담양군 남면 정곡리 평래촌마을,39,22,용천수,,
전라남도 담양군 남면 정곡리 장문터마을,72,36,지하수,,
전라남도 담양군 남면 무동리 수구촌마을,47,32,지하수,,
전라남도 담양군 남면 만월리 쌍룡촌마을,49,30,지하수,,
전라남도 담양군 창평면 용수리 수곡마을,258,158,지하수,,
전라남도 담양군 창평면 용수리 원동마을,137,89,지하수,,
전라남도 담양군 창평면 광덕리 조현마을,117,63,지하수,,
전라남도 담양군 창평면 광덕리 신흥마을,98,52,지하수,,
전라남도 담양군 대덕면 매산리 사창마을,61,33,지하수,,
전라남도 담양군 대덕면 매산리 등갈마을,89,42,지하수,,
전라남도 담양군 대덕면 운암리 하운마을,97,49,지하수,,
전라남도 담양군 대덕면 문학리 외문마을,65,35,지하수,,
전라남도 담양군 대덕면 용대리 수곡마을,27,15,지하수,,
전라남도 담양군 무정면 오례리 등룡마을,76,34,지하수,,
전라남도 담양군 금성면 금성리 부곡마을,47,23,지하수,,
"전라남도 담양군 금성면 덕성리 영월,행정마을",118,78,지하수,,
전라남도 담양군 금성면 외추리 매각제마을,16,6,용천수,,
"전라남도 담양군 금성면 봉황리 상신기,죽림마을",108,50,지하수,,
전라남도 담양군 월산면 월평리 신평마을,68,32,지하수,,
전라남도 담양군 월산면 오성리 내동마을,93,56,용천수,,
전라남도 담양군 수북면 대방리 원대방마을,156,83,지하수,,
전라남도 담양군 대전면 서옥리 금곡마을,79,36,지하수,,
,45,29,,,
전라남도 구례군 구례읍 논곡리,45,29,지하수,,
,"7,208","4,387",,,
전라남도 고흥군 고흥읍 ,105,65,지하수 등,,
전라남도 고흥군 도양읍 ,525,210,지하수 등,,
전라남도 고흥군 풍양면 ,296,185,지하수 등,,
전라남도 고흥군 도덕면 ,298,186,지하수 등,,
전라남도 고흥군 도화면 ,782,489,지하수 등,,
전라남도 고흥군 포두면 ,"1,605","1,003",지하수 등,,
전라남도 고흥군 봉래면 ,215,134,지하수 등,,
전라남도 고흥군 동일면 ,720,450,지하수 등,,
전라남도 고흥군 점암면 ,286,179,지하수 등,,
전라남도 고흥군 과역면 ,236,148,지하수 등,,
전라남도 고흥군 남양면 ,452,283,지하수 등,,
전라남도 고흥군 동강면 ,231,144,지하수 등,,
전라남도 고흥군 대서면 ,614,384,지하수 등,,
전라남도 고흥군 두원면 ,843,527,지하수 등,,
,"2,350","1,155",,,
"전라남도 보성군 겸백면 남양리 (묘동마을, 신남마을)",147,86,지하수,,
"전라남도 보성군 겸백면 도안리 오초, 석평마을",36,19,지하수,,
"전라남도 보성군 겸백면 사곡리 양지, 초암마을",33,15,지하수,,
"전라남도 보성군 겸백면 용산리 수교, 화천,용치마을",120,71,지하수,,
전라남도 보성군 겸백면 운림리 조안마을,20,9,지하수,,
"전라남도 보성군 노동면 감정리 하감정, 절골마을",59,19,지하수,,
전라남도 보성군 노동면 광곡리 탄곡마을,25,13,지하수,,
"전라남도 보성군 노동면 금호리 둔기, 외등, 이정, 가장",150,74,지하수,,
전라남도 보성군 노동면 대련리 방죽마을,25,16,지하수,,
"전라남도 보성군 노동면 신천리 신기, 천동마을",66,37,지하수,,
"전라남도 보성군 노동면 옥마리 마산, 용소, 효자마을",53,28,지하수,,
"전라남도 보성군 노동면 용호리 묘동, 용동, 초전마을",54,15,지하수,,
전라남도 보성군 노동면 학동리 삽화마을,24,13,지하수,,
전라남도 보성군 득량면 도촌리 중산마을,32,15,지하수,,
전라남도 보성군 득량면 마천리 마천마을,26,10,지하수,,
"전라남도 보성군 득량면 삼정리 서재,발전소마을",22,10,지하수,,
전라남도 보성군 득량면 송곡리 군두마을,21,9,지하수,,
"전라남도 보성군 득량면 예당리 동고, 덕산마을",35,19,지하수,,
"전라남도 보성군 득량면 해평리 구룡, 봇등마을",58,25,지하수,,
전라남도 보성군 문덕면 덕치리 덕봉마을,21,16,우물,,
전라남도 보성군 문덕면 봉갑리 단양마을,22,17,지하수,,
"전라남도 보성군 문덕면 운곡리 석동, 병치마을",34,17,지하수,,
전라남도 보성군 문덕면 죽산리 하죽마을,45,25,우물,,
"전라남도 보성군 미력면 용정리 춘정, 굴치, 가마",28,13,지하수,,
전라남도 보성군 미력면 초당리 반룡마을,27,15,지하수,,
"전라남도 보성군 벌교읍 고읍리 금평, 복수골마을",65,26,지하수,,
전라남도 보성군 벌교읍 마동리 차산마을,73,36,지하수,,
전라남도 보성군 벌교읍 옥전리 양정동,72,35,지하수,,
전라남도 보성군 벌교읍 장좌리 장좌마을,24,15,지하수,,
"전라남도 보성군 벌교읍 지동리 지동, 풍경",24,12,지하수,,
"전라남도 보성군 벌교읍 징광리 개곡, 징광, 호미마을",21,17,지하수,,
"전라남도 보성군 벌교읍 척령리 신기, 봉동마을, 재등마을",78,40,지하수,,
"전라남도 보성군 보성읍 대야리 유촌, 협촌마을",31,17,지하수,,
"전라남도 보성군 보성읍 옥암리 예동,성곡,재궁,남산,해경,구성마을",23,12,지하수,,
전라남도 보성군 보성읍 옥평리 쌍용마을,26,13,지하수,,
"전라남도 보성군 보성읍 원봉리 상청, 송현,연봉,돌창마을",55,16,지하수,,
전라남도 보성군 보성읍 주봉리 도락마을,30,15,지하수,,
"전라남도 보성군 보성읍 쾌상리 건지, 비가리, 주촌, 장두마을",90,33,지하수,,
전라남도 보성군 복내면 반석리 점촌마을,21,11,지하수,,
전라남도 보성군 복내면 복내리 도화마을,26,15,지하수,,
"전라남도 보성군 복내면 봉천리 탑동, 유동마을",21,8,지하수,,
"전라남도 보성군 복내면 시천리 내시,외시마을",12,10,지하수,,
전라남도 보성군 복내면 일봉리 묵석마을,30,15,지하수,,
전라남도 보성군 웅치면 대산리 복흥마을,33,16,지하수,,
전라남도 보성군 웅치면 봉산리 매남마을,33,17,우물,,
"전라남도 보성군 율어면 문양리 마산마을, 우정마을",64,29,지하수,,
"전라남도 보성군 율어면 선암리 신기, 강내동,팽목, 신기마을",68,24,지하수,,
"전라남도 보성군 율어면 율어리 전두, 진천마을",23,14,지하수,,
전라남도 보성군 조성면 신월리 천동마을,66,30,지하수,,
전라남도 보성군 복내면 용전리 신기마을,21,11,지하수,,
"전라남도 보성군 회천면 군농리 동백, 분매, 농소마을",49,23,지하수,,
전라남도 보성군 회천면 동율리 안골마을,31,16,지하수,,
전라남도 보성군 회천면 봉강리 득복마을,24,11,지하수,,
전라남도 보성군 회천면 회령리 승평마을,33,12,지하수,,
,"1,293",643,,,
전라남도 화순군 화순읍 ,620,248,지하수,,
전라남도 화순군 한천면 ,40,30,지하수,,
전라남도 화순군 춘양면 ,35,20,지하수,,
전라남도 화순군 청풍면 ,51,33,지하수,,
전라남도 화순군 이양면 ,49,30,지하수,,
전라남도 화순군 능주면 ,55,30,지하수,,
전라남도 화순군 도곡면 ,53,26,지하수,,
전라남도 화순군 도암면 ,59,28,지하수,,
전라남도 화순군 이서면 ,89,52,지하수,,
전라남도 화순군 북면 ,69,42,지하수,,
전라남도 화순군 동복면 ,59,36,지하수,,
전라남도 화순군 남면 ,75,42,지하수,,
전라남도 화순군 동면 ,39,26,지하수,,
,"2,037","1,121",,,
전라남도 장흥군 장흥읍 ,62,23,지하수 등,,
전라남도 장흥군 관산읍 ,832,462,지하수 등,,
전라남도 장흥군 대덕읍 ,345,179,지하수 등,,
전라남도 장흥군 용산면 ,241,129,지하수 등,,
전라남도 장흥군 부산면 ,46,23,지하수 등,,
전라남도 장흥군 장동면 ,357,195,지하수 등,,
전라남도 장흥군 장평면 ,81,46,지하수 등,,
전라남도 장흥군 유치면 ,33,31,지하수 등,,
전라남도 장흥군 안양면 ,40,33,지하수 등,,
,"3,509","1,646",,,
전라남도 강진군 강진읍 ,"1,102",465,"지하수, 우물",,
전라남도 강진군 군동면 ,471,200,"지하수, 우물",,
전라남도 강진군 칠량면 ,109,59,"지하수, 우물",,
전라남도 강진군 대구면 ,75,21,"지하수, 우물",,
전라남도 강진군 도암면 ,541,314,"지하수, 우물",,
전라남도 강진군 신전면 ,69,32,"지하수, 우물",,
전라남도 강진군 성전면 ,653,284,"지하수, 우물",,
전라남도 강진군 작천면 ,394,220,"지하수, 우물",,
전라남도 강진군 옴천면 ,95,51,"지하수, 우물",,
,"4,761","2,454",,,
전라남도 해남군 해남읍 연동리,118,50,"우물, 샘",,
전라남도 해남군 삼산면 평활리,330,182,"우물, 샘",,
전라남도 해남군 삼산면 상가리,168,94,"우물, 샘",,
전라남도 해남군 삼산면 신흥리,309,139,"우물, 샘",,
전라남도 해남군 삼산면 창리,160,76,"우물, 샘",,
전라남도 해남군 삼산면 송정리,110,53,"우물, 샘",,
전라남도 해남군 삼산면 봉학리,141,69,"우물, 샘",,
전라남도 해남군 삼산면 원진리,252,134,"우물, 샘",,
전라남도 해남군 삼산면 충리,146,66,"우물, 샘",,
전라남도 해남군 삼산면 구림리,419,212,"우물, 샘",,
전라남도 해남군 화산면 금풍리,104,53,"우물, 샘",,
전라남도 해남군 화산면 월호리,57,27,"우물, 샘",,
전라남도 해남군 화산면 부길리,66,40,"우물, 샘",,
전라남도 해남군 화산면 송산리,61,34,"우물, 샘",,
전라남도 해남군 현산면 구시리,63,39,"우물, 샘",,
전라남도 해남군 옥천면 영춘리,85,48,"우물, 샘",,
전라남도 해남군 옥천면 영신리,161,59,"우물, 샘",,
전라남도 해남군 옥천면 신계리,42,25,"우물, 샘",,
전라남도 해남군 옥천면 신죽리,37,24,"우물, 샘",,
전라남도 해남군 옥천면 팔산리,117,37,"우물, 샘",,
전라남도 해남군 옥천면 월평리,33,21,"우물, 샘",,
전라남도 해남군 옥천면 용산리,79,35,"우물, 샘",,
전라남도 해남군 옥천면 성산리,154,77,"우물, 샘",,
전라남도 해남군 옥천면 대산리,134,73,"우물, 샘",,
전라남도 해남군 옥천면 송산리,120,66,"우물, 샘",,
전라남도 해남군 옥천면 백호리,156,94,"우물, 샘",,
전라남도 해남군 옥천면 용동리,55,28,"우물, 샘",,
전라남도 해남군 계곡면 사정리,39,20,"우물, 샘",,
전라남도 해남군 마산면 송석리,124,70,"우물, 샘",,
전라남도 해남군 산이면 예정리,65,35,"우물, 샘",,
전라남도 해남군 산이면 초송리,53,29,"우물, 샘",,
전라남도 해남군 산이면 부동리,195,96,"우물, 샘",,
전라남도 해남군 산이면 금호리,357,190,"우물, 샘",,
전라남도 해남군 화원면 청용리,246,154,"우물, 샘",,
전라남도 해남군 화원면 주광리,5,5,"우물, 샘",,
,"6,598","3,286",,,
전라남도 영암군 영암읍 ,350,218,지하수,,
전라남도 영암군 삼호읍 ,"1,093",450,지하수,,
전라남도 영암군 덕진면 ,350,171,지하수,,
전라남도 영암군 금정면 ,425,251,지하수,,
전라남도 영암군 신북면 ,"1,421",708,지하수,,
전라남도 영암군 시종면 ,518,301,지하수,,
전라남도 영암군 도포면 ,440,243,지하수,,
전라남도 영암군 군서면 ,722,364,지하수,,
전라남도 영암군 서호면 ,158,70,지하수,,
전라남도 영암군 학산면 ,543,236,지하수,,
전라남도 영암군 미암면 ,578,274,지하수,,
,920,301,,,
전라남도 무안군 현경면 ,52,33,샘물 등,,
전라남도 무안군 망운면 ,76,23,샘물 등,,
전라남도 무안군 해제면 ,103,33,샘물 등,,
전라남도 무안군 청계면 ,76,15,샘물 등,,
전라남도 무안군 무안읍 ,63,39,샘물 등,,
전라남도 무안군 일로읍 ,178,68,샘물 등,,
전라남도 무안군 삼향읍 ,118,35,샘물 등,,
전라남도 무안군 몽탄면 ,34,9,샘물 등,,
전라남도 무안군 운남면 ,220,46,샘물 등,,
,"1,852",956,,,
전라남도 함평군 손불면 ,632,324,지하수,,
전라남도 함평군 신광면 ,64,34,지하수,,
전라남도 함평군 학교면 ,51,27,지하수,,
전라남도 함평군 대동면 ,74,42,지하수,,
전라남도 함평군 엄다면 ,89,47,지하수,,
전라남도 함평군 월야면 ,746,363,지하수,,
전라남도 함평군 나산면 ,82,46,지하수,,
전라남도 함평군 해보면 ,114,73,지하수,,
,"2,452",864,,,
전라남도 영광군 염산면 옥실리,102,45,"지하수, 우물",,
전라남도 영광군 군남면 대덕리,272,90,"지하수, 우물",,
전라남도 영광군 묘량면 월암리,395,120,"지하수, 우물",,
전라남도 영광군 염산면 옥실리,122,63,"지하수, 우물",,
전라남도 영광군 법성면 입암리,15,8,"지하수, 우물",,
전라남도 영광군 법성면 법성리,156,80,"지하수, 우물",,
전라남도 영광군 대마면 홍교리,522,174,"지하수, 우물",,
전라남도 영광군 군서면 덕산리,535,178,"지하수, 우물",,
전라남도 영광군 홍농읍 단덕리,333,106,"지하수, 우물",,
,278,157,,,
전라남도 장성군 장성읍 영천리,98,65,용천수,,
전라남도 장성군 북일면 성덕리,45,3,지하수,,
전라남도 장성군 북이면 달성리,68,49,지하수,,
전라남도 장성군 북이면 만무리,67,40,지하수,,
,278,154,,,
전라남도 완도군 노화읍 방서리,3,3,"지하수,우물,빗물",,
전라남도 완도군 노화읍 내리,23,13,"지하수,우물,빗물",,
전라남도 완도군 노화읍 신양리,24,15,"지하수,우물,빗물",,
전라남도 완도군 금일읍 척치리,39,18,"지하수,우물,빗물",,
전라남도 완도군 군외면 당인리,11,7,"지하수,우물,빗물",,
전라남도 완도군 군외면 황진리,37,23,"지하수, 우물",,
전라남도 완도군 소안면 당사리,41,25,"지하수,우물,빗물",,
전라남도 완도군 고금면 청용리,100,50,"지하수, 우물",,
,20,8,,,
전라남도 신안군 하의면 후광리,16,6,지표수 (하의면 후광리 문병도),,
전라남도 신안군 지도읍 태천리,2,1,우물 (지도읍 태천리 율도),,
전라남도 신안군 암태면 당사리,2,1,우물 (암태면 당사리 초란도),,
,"52,993","26,743",,,
,"37,730","19,158",,,
,"15,263","7,585",,,
,"12,760","6,995",,,
경상북도 포항시남구 구룡포읍 후동리 외 2개 마을,28,14,지하수,,
경상북도 포항시남구 연일읍 우복리 외 1개 마을,25,12,지하수,,
경상북도 포항시남구 오천읍 문충리 외 3개 마을,34,14,지하수,,
경상북도 포항시남구 대송면 산여리 외 1개 마을,8,5,"지하수, 복류수",,
경상북도 포항시남구 동해면 발산리 외 2개 마을 ,40,21,지하수,,
경상북도 포항시남구 장기면 두원리 외 24개 마을,86,44,"지하수, 우물, 계곡수",,
경상북도 포항시남구 호미곶면 강사리 외 1개 마을,16,9,지하수,,
경상북도 포항시북구 신광면 안덕리 외 7개 마을,52,24,지하수,,
경상북도 포항시북구 청하면 청계리,10,6,지하수,,
경상북도 포항시북구 송라면 대전리 외 4개 마을,41,20,지하수,,
경상북도 포항시북구 기계면 고지리 외 11개 마을,75,36,지하수,,
경상북도 포항시북구 죽장면 감곡리 외 31개 마을,98,45,"지하수, 계곡수",,
경상북도 포항시북구 기북면 대곡리 외 15개 마을,67,33,"지하수, 계곡수",,
경상북도 포항시남구 그 밖에 미급수 지역 (동지역),985,493,"기타 (개인관정, 우물 등)",,
경상북도 포항시남구 괴동동 전용상수도 외 1개소,"11,195","6,219","전용상수도 (지하수, 복류수)",,
,"7,179","3,613",,,
경상북도 경주시 양남면 ,"1,020",507,"우물, 샘",,
경상북도 경주시 내남면 ,433,219,"우물, 샘",,
경상북도 경주시 건천읍 ,36,18,"우물, 샘",,
경상북도 경주시 동방동 ,117,58,지하수,,
경상북도 경주시 강동면 ,"4,990","2,520",호소수 (인계댐),,
경상북도 경주시 천북면 ,50,25,지하수,,
경상북도 경주시 산내면 ,100,50,지하수,,
경상북도 경주시 양남면 ,150,75,지하수,,
경상북도 경주시 감포읍 ,100,50,지하수,,
경상북도 경주시 외동읍 ,120,60,지하수,,
경상북도 경주시 양남면 ,63,31,지하수,,
,"4,788","2,445",,,
경상북도 김천시 아포읍 예리,30,11,지하수,,
경상북도 김천시 아포읍 송천리,127,72,지하수,,
경상북도 김천시 아포읍 대성리,181,91,지하수,,
경상북도 김천시 농소면 연명리,4,2,지하수,,
경상북도 김천시 남면 송곡리,13,7,지하수,,
경상북도 김천시 남면 월명리,25,13,지하수,,
경상북도 김천시 남면 부상리,68,36,지하수,,
경상북도 김천시 남면 오봉리,59,29,지하수,,
경상북도 김천시 남면 초곡리,26,2,지하수,,
경상북도 김천시 남면 운남리,12,8,지하수,,
경상북도 김천시 감문면 은림리,30,15,지하수,,
경상북도 김천시 감문면 도명리,40,25,지하수,,
경상북도 김천시 감문면 남곡리,180,111,지하수,,
경상북도 김천시 감문면 ,31,19,지하수,,
경상북도 김천시 감문면 ,34,13,지하수,,
경상북도 김천시 감문면 삼성리,3,3,지하수,,
경상북도 김천시 감문면 광덕리,23,12,지하수,,
경상북도 김천시 감문면 덕남리,43,27,지하수,,
경상북도 김천시 감문면 태촌리,13,6,지하수,,
경상북도 김천시 감문면 성촌리,45,21,지하수,,
경상북도 김천시 어모면 군자리,54,26,지하수,,
경상북도 김천시 어모면 구례리,61,33,지하수,,
경상북도 김천시 어모면 옥계리,92,51,지하수,,
경상북도 김천시 어모면 능치리,312,89,지하수,,
경상북도 김천시 어모면 도암리,12,8,지하수,,
경상북도 김천시 어모면 은기리,24,15,지하수,,
경상북도 김천시 어모면 동좌리,161,78,지하수,,
경상북도 김천시 봉산면 인의리,60,26,지하수,,
경상북도 김천시 봉산면 태화리,80,32,지하수,,
경상북도 김천시 봉산면 상금리,74,39,지하수,,
경상북도 김천시 봉산면 신암리,14,6,지하수,,
경상북도 김천시 봉산면 광천리,47,34,지하수,,
경상북도 김천시 대항면 향천리,44,13,지하수,,
경상북도 김천시 대항면 운수리,5,2,지하수,,
경상북도 김천시 대항면 주례리,93,52,지하수,,
경상북도 김천시 대항면 대성리,10,6,지하수,,
경상북도 김천시 대항면 덕전리,79,41,지하수,,
경상북도 김천시 감천면 무안리,124,58,지하수,,
경상북도 김천시 조마면 신곡리,46,21,지하수,,
경상북도 김천시 조마면 삼산리,8,5,지하수,,
경상북도 김천시 조마면 신왕리,22,9,지하수,,
경상북도 김천시 조마면 대방리,42,21,지하수,,
경상북도 김천시 구성면 흥평리,46,32,지하수,,
경상북도 김천시 구성면 송죽리,82,51,지하수,,
경상북도 김천시 구성면 광명리,128,69,지하수,,
경상북도 김천시 구성면 금평리,49,25,지하수,,
경상북도 김천시 구성면 구미리,64,28,지하수,,
경상북도 김천시 구성면 임평리,47,33,지하수,,
경상북도 김천시 구성면 월계리,32,14,지하수,,
경상북도 김천시 구성면 작내리,35,10,지하수,,
경상북도 김천시 구성면 용호리,35,20,지하수,,
경상북도 김천시 구성면 상거리,15,10,지하수,,
경상북도 김천시 구성면 상좌원리,253,155,지하수,,
경상북도 김천시 구성면 상원리,53,28,지하수,,
경상북도 김천시 구성면 미평리,53,33,지하수,,
경상북도 김천시 지례면 대율리,67,39,지하수,,
경상북도 김천시 지례면 관덕리,9,6,지하수,,
경상북도 김천시 지례면 이전리,30,15,지하수,,
